Sepal.Length,Sepal.Width,Petal.Length,Petal.Width
6.844533011897639,4.0315944170119025,4.451324598599171,1.6795840719607158
6.388568697314112,2.8567001455662515,5.035660629222886,1.7136902128782139
5.85477947656844,3.407393318405419,3.3217769651714293,1.0866165763981392
6.707421068930812,3.2776556032812287,5.12582112249045,1.8285783641889717
5.782909601741213,1.9002833956964478,5.059628139359705,1.5497637369976212
5.785771875767483,2.6470445880333187,4.135449529521159,1.2935058816480436
5.349033015857044,2.7546167324210913,3.1601939869822404,0.89922039357721
5.170806781752533,2.4251332387603264,3.227055569396157,0.8676180745048204
5.532118728796782,2.1987143353591376,4.2049692368365985,1.2413977885923189
5.919927449473874,2.992976461492035,3.963212739547331,1.28338448118211
6.777384546478723,2.8092336757314857,5.843767954544198,2.0479844929068207
5.863956754958644,2.8915949874000306,3.9816075491430625,1.2727360715087834
6.203711710752018,3.287465786263799,4.143264243970824,1.413398715732671
6.166062123120512,2.89826272711812,4.555280914484359,1.5173982555212748
5.848735678434336,3.173557231933064,3.6012522545212806,1.1626514426078107
6.171352631725929,3.236006965617548,4.144992348942941,1.4047649662441932
5.66737675828455,2.6386819565496182,3.917784880586272,1.1996137761505343
6.520773047718055,3.427648325789629,4.579527303217899,1.624052238437197
6.496804976393693,3.2284124028072947,4.781397314288389,1.6734522338575888
6.047971780713521,2.727710769705652,4.54012362002409,1.4799202431179983
5.362002343131202,2.202180149449394,3.8729429447446138,1.1011274391973438
5.5588712737171555,2.767503589367121,3.54838179853139,1.0663005713360605
5.738327517649764,2.7503466664356697,3.9154453216934932,1.2189473835566518
5.660078015595585,2.537992590264313,4.029079477076742,1.228515020779281
6.71036931781725,3.681952853356317,4.628164184617085,1.6909834717360825
4.663905679247735,2.109641574765972,2.6433399493304264,0.5624787490820295
5.91128927587395,2.8852206190446554,4.080724586453325,1.313637808253003
6.835163108200877,2.9714006414560714,5.753179926882027,2.0390612772517835
6.744265792320129,2.863750115240783,5.712097002267624,2.002031276175831
7.092638197062522,3.2337767131383575,5.922529471519034,2.1586883376045307
6.348862721010375,2.2389392367255985,5.7282626907961,1.895156512995246
7.001930913160458,3.0743784129009546,5.946236855919333,2.1397335512667732
7.477168994320136,3.521697670179286,6.304836063822075,2.3733374526531197
4.903242617572425,1.1275946514831063,4.3270128700603525,1.0982121601631147
6.529777370768083,2.9803821887479582,5.153704438164371,1.786298161019117
6.7703112004605295,2.391557899716708,6.350134136407194,2.186840000555076
7.46683691424194,3.5006491537040625,6.31113708203887,2.3721799184346724
7.0208331526880485,3.241825429638078,5.774184163795329,2.097200496095243
6.299777212989604,2.609490634698057,5.172380595365569,1.726709952388704
6.476474234153071,2.7305693194235694,5.362030097457974,1.8292311520993287
5.678445893845945,2.1992077647890205,4.486238952529475,1.3608493913486401
6.153499579952297,2.1272772963350164,5.490931327075218,1.774114810712424
6.5558370621417,2.94040478975207,5.253676227620173,1.821445833145551
6.270503273146632,2.2432472345661196,5.571948076988772,1.8296058285455121
7.93087721836804,4.361378730594582,6.133483044822212,2.4534687624115685
7.832247117625803,2.8265660057547697,7.854272489116791,2.904332706649375
5.834688294702261,2.964135294180079,3.834914679940057,1.223688941269855
7.30981869634812,3.671721129735075,5.79567902865598,2.1845765737817073
5.947813546609616,2.6492445409859093,4.444867037101086,1.425213138415774
7.116360166521643,3.2439148033398966,5.955605790863949,2.1745703061472614
6.510645713174031,3.321042927810543,4.692738172376817,1.6526897860349343
7.11088824613849,3.764338414173128,5.297154875263566,1.9898782421231926
6.515954871145537,2.4584398959693874,5.776877374177595,1.9557429426456467
6.736072448537875,2.927000891887437,5.617568297910466,1.9734299501619854
6.309855489550078,3.4414018620968014,4.156093941699082,1.4468643654433722
6.72345421797977,2.8100317142763855,5.7388832716240366,2.0036200886574966
6.82916586812629,3.0583655956511344,5.633358436498563,2.004043225561431
6.905510094427475,3.0882074325878968,5.743275544411183,2.0561206361249136
7.737341554027893,3.142747076779621,7.277812058661368,2.717256279389521
6.4828511556454105,2.8671522684537147,5.204273409444519,1.7871466417445248
6.080666506157986,2.650152530695055,4.699663987963226,1.5335060175861899
6.180486580354122,1.5724637337539478,6.233643129193863,1.9883044357662036
7.2905230499104015,3.588136863083659,5.86256756981884,2.197746981364854
7.25092983845267,4.173387189249685,5.05767847371673,1.9627117558695997
6.541433276267754,3.256433326210294,4.832483974426803,1.7002324396654234
5.702728466584504,2.674804251964186,3.9409152200444533,1.216004923336467
7.0954519773792395,3.484585836695792,5.615701031446905,2.074135296833603
6.021411861223428,2.4158563250216085,4.877206964761494,1.5662003464462149
7.08550791201528,4.421210644597053,4.430478551018014,1.7416599205499106
6.118618554544971,2.5067597566451205,4.951293814396328,1.6141876567366973
7.008144267850216,2.760347369735874,6.3491642861216695,2.253559549494941
7.088681256603688,3.096737653440782,6.085515842929917,2.2029091304040174
6.579164116353443,2.8674407891096965,5.389451082442526,1.8657825852712264
6.9441604908933865,3.2397858522175182,5.629021484362233,2.035226876848136
6.440302142774694,3.244908726402239,4.6520131335281985,1.621548608758421
6.9456618775300365,3.750682670695922,4.9958644522469875,1.8595345483740036
6.028811348241708,2.228234237432919,5.125044471616936,1.637221540747148
